sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
CGPLLU539P,EGAN00003221032,SAMEA9240920,EGAR00002847083,EGAX00002472568,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU540P,EGAN00003220695,SAMEA9240583,EGAR00002847084,EGAX00002472569,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU541P,EGAN00003220690,SAMEA9240578,EGAR00002847085,EGAX00002472570,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU542P,EGAN00003220771,SAMEA9240659,EGAR00002847086,EGAX00002472571,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU543P,EGAN00003220768,SAMEA9240656,EGAR00002847087,EGAX00002472572,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU544P,EGAN00003220769,SAMEA9240657,EGAR00002847088,EGAX00002472573,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU545P,EGAN00003220823,SAMEA9240711,EGAR00002847089,EGAX00002472574,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU546P,EGAN00003220494,SAMEA9240851,EGAR00002847090,EGAX00002472575,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU547P,EGAN00003220330,SAMEA9240217,EGAR00002847091,EGAX00002472576,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU548P,EGAN00003221042,SAMEA9240930,EGAR00002847092,EGAX00002472577,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU549P,EGAN00003220645,SAMEA9240533,EGAR00002847093,EGAX00002472578,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU550P,EGAN00003220764,SAMEA9240652,EGAR00002847094,EGAX00002472579,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU551P,EGAN00003220341,SAMEA9240228,EGAR00002847095,EGAX00002472580,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU552P,EGAN00003220812,SAMEA9240700,EGAR00002847096,EGAX00002472581,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU553P,EGAN00003220832,SAMEA9240720,EGAR00002847097,EGAX00002472582,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU554P,EGAN00003220454,SAMEA9240349,EGAR00002847098,EGAX00002472583,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU555P,EGAN00003220821,SAMEA9240709,EGAR00002847099,EGAX00002472584,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU556P,EGAN00003220735,SAMEA9240623,EGAR00002847100,EGAX00002472585,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU557P,EGAN00003220814,SAMEA9240702,EGAR00002847101,EGAX00002472586,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU558P,EGAN00003220756,SAMEA9240644,EGAR00002847102,EGAX00002472587,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU559P,EGAN00003220754,SAMEA9240642,EGAR00002847103,EGAX00002472588,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU560P,EGAN00003220385,SAMEA9240272,EGAR00002847104,EGAX00002472589,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU561P,EGAN00003220854,SAMEA9240742,EGAR00002847105,EGAX00002472590,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU562P,EGAN00003220445,SAMEA9240339,EGAR00002847106,EGAX00002472591,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU563P,EGAN00003220542,SAMEA9240430,EGAR00002847107,EGAX00002472592,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU564P,EGAN00003220543,SAMEA9240431,EGAR00002847108,EGAX00002472593,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU565P,EGAN00003220858,SAMEA9240746,EGAR00002847109,EGAX00002472594,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU566P,EGAN00003221010,SAMEA9240898,EGAR00002847110,EGAX00002472595,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU567P,EGAN00003220535,SAMEA9240423,EGAR00002847111,EGAX00002472596,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU568P,EGAN00003220317,SAMEA9240203,EGAR00002847112,EGAX00002472597,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU569P,EGAN00003220973,SAMEA9240861,EGAR00002847113,EGAX00002472598,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU570P,EGAN00003220492,SAMEA9240849,EGAR00002847114,EGAX00002472599,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU571P,EGAN00003221049,SAMEA9240937,EGAR00002847115,EGAX00002472600,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU572P,EGAN00003221006,SAMEA9240894,EGAR00002847116,EGAX00002472601,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU573P,EGAN00003220868,SAMEA9240756,EGAR00002847117,EGAX00002472602,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU574P,EGAN00003220673,SAMEA9240561,EGAR00002847118,EGAX00002472603,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU575P,EGAN00003220452,SAMEA9240347,EGAR00002847119,EGAX00002472604,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU576P,EGAN00003220848,SAMEA9240736,EGAR00002847120,EGAX00002472605,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU577P,EGAN00003220532,SAMEA9240420,EGAR00002847121,EGAX00002472606,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU578P,EGAN00003220985,SAMEA9240873,EGAR00002847122,EGAX00002472607,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU580P,EGAN00003220332,SAMEA9240219,EGAR00002847123,EGAX00002472608,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU581P,EGAN00003220331,SAMEA9240218,EGAR00002847124,EGAX00002472609,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU582P,EGAN00003220374,SAMEA9240261,EGAR00002847125,EGAX00002472610,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU583P,EGAN00003220992,SAMEA9240880,EGAR00002847126,EGAX00002472611,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU584P,EGAN00003221086,SAMEA9240974,EGAR00002847127,EGAX00002472612,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU585P,EGAN00003221083,SAMEA9240971,EGAR00002847128,EGAX00002472613,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU586P,EGAN00003220509,SAMEA9240396,EGAR00002847129,EGAX00002472614,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU587P,EGAN00003221076,SAMEA9240964,EGAR00002847130,EGAX00002472615,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU588P,EGAN00003221055,SAMEA9240943,EGAR00002847131,EGAX00002472616,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU589P,EGAN00003220553,SAMEA9240441,EGAR00002847132,EGAX00002472617,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU590P,EGAN00003220612,SAMEA9240500,EGAR00002847133,EGAX00002472618,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU591P,EGAN00003221054,SAMEA9240942,EGAR00002847134,EGAX00002472619,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU592P,EGAN00003220696,SAMEA9240584,EGAR00002847135,EGAX00002472620,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU593P,EGAN00003220885,SAMEA9240773,EGAR00002847136,EGAX00002472621,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU594P,EGAN00003221067,SAMEA9240955,EGAR00002847137,EGAX00002472622,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU596P,EGAN00003220766,SAMEA9240654,EGAR00002847138,EGAX00002472623,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU597P,EGAN00003221005,SAMEA9240893,EGAR00002847139,EGAX00002472624,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU598P,EGAN00003220400,SAMEA9240286,EGAR00002847140,EGAX00002472625,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU599P,EGAN00003220748,SAMEA9240636,EGAR00002847141,EGAX00002472626,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU5P,EGAN00003220938,SAMEA9240826,EGAR00002847142,EGAX00002472627,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU600P,EGAN00003220442,SAMEA9240336,EGAR00002847143,EGAX00002472628,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU601P,EGAN00003220440,SAMEA9240334,EGAR00002847144,EGAX00002472629,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU602P,EGAN00003220524,SAMEA9240411,EGAR00002847145,EGAX00002472630,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU603P,EGAN00003220922,SAMEA9240810,EGAR00002847146,EGAX00002472631,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU604P,EGAN00003220785,SAMEA9240673,EGAR00002847147,EGAX00002472632,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU605P,EGAN00003221007,SAMEA9240895,EGAR00002847148,EGAX00002472633,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU606P,EGAN00003220392,SAMEA9240279,EGAR00002847149,EGAX00002472634,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU607P,EGAN00003220468,SAMEA9240365,EGAR00002847150,EGAX00002472635,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU608P,EGAN00003221029,SAMEA9240917,EGAR00002847151,EGAX00002472636,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU609P,EGAN00003220563,SAMEA9240451,EGAR00002847152,EGAX00002472637,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU610P,EGAN00003220552,SAMEA9240440,EGAR00002847153,EGAX00002472638,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU611P,EGAN00003220398,SAMEA9240285,EGAR00002847154,EGAX00002472639,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU612P,EGAN00003220399,SAMEA9240289,EGAR00002847155,EGAX00002472640,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU613P,EGAN00003220831,SAMEA9240719,EGAR00002847156,EGAX00002472641,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU614P,EGAN00003220541,SAMEA9240429,EGAR00002847157,EGAX00002472642,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU615P,EGAN00003220528,SAMEA9240415,EGAR00002847158,EGAX00002472643,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU616P,EGAN00003220397,SAMEA9240284,EGAR00002847159,EGAX00002472644,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU617P,EGAN00003220455,SAMEA9240350,EGAR00002847160,EGAX00002472645,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU618P,EGAN00003220493,SAMEA9240848,EGAR00002847161,EGAX00002472646,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU619P,EGAN00003220444,SAMEA9240338,EGAR00002847162,EGAX00002472647,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU620P,EGAN00003220447,SAMEA9240341,EGAR00002847163,EGAX00002472648,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU621P,EGAN00003220559,SAMEA9240447,EGAR00002847164,EGAX00002472649,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU622P,EGAN00003220894,SAMEA9240782,EGAR00002847165,EGAX00002472650,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU623P,EGAN00003220546,SAMEA9240434,EGAR00002847166,EGAX00002472651,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU624P,EGAN00003220324,SAMEA9240211,EGAR00002847167,EGAX00002472652,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU625P,EGAN00003220386,SAMEA9240273,EGAR00002847168,EGAX00002472653,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU626P,EGAN00003220381,SAMEA9240268,EGAR00002847169,EGAX00002472654,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU627P,EGAN00003220383,SAMEA9240270,EGAR00002847170,EGAX00002472655,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU628P,EGAN00003220464,SAMEA9240361,EGAR00002847171,EGAX00002472656,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU629P,EGAN00003220819,SAMEA9240707,EGAR00002847172,EGAX00002472657,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU630P,EGAN00003220781,SAMEA9240669,EGAR00002847173,EGAX00002472658,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU631P,EGAN00003221128,SAMEA9241018,EGAR00002847174,EGAX00002472659,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU632P,EGAN00003220646,SAMEA9240534,EGAR00002847175,EGAX00002472660,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU633P,EGAN00003220783,SAMEA9240671,EGAR00002847176,EGAX00002472661,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU634P,EGAN00003220309,SAMEA9240196,EGAR00002847177,EGAX00002472662,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU635P,EGAN00003220630,SAMEA9240518,EGAR00002847178,EGAX00002472663,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU636P,EGAN00003220804,SAMEA9240692,EGAR00002847183,EGAX00002472668,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU637P,EGAN00003220806,SAMEA9240694,EGAR00002847184,EGAX00002472669,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU638P,EGAN00003220808,SAMEA9240696,EGAR00002847185,EGAX00002472670,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU639P,EGAN00003220809,SAMEA9240697,EGAR00002847186,EGAX00002472671,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU63P,EGAN00003220772,SAMEA9240660,EGAR00002847187,EGAX00002472672,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU64P,EGAN00003220776,SAMEA9240664,EGAR00002847188,EGAX00002472673,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU6P,EGAN00003220953,SAMEA9240841,EGAR00002847189,EGAX00002472674,EGAS00001005340,ENA-CHECKLIST=ERC000026
