accession_id,title,description,abstract,study_type,pubmed_ids,external_links,custom_tags,extra_attributes,submission_accession_id,created_at,edited_at
EGAS00001005340,Detection and characterization of lung cancer using cell-free DNA fragmentomes,"Lung cancer remains the leading cause of cancer death world-wide, largely due to its late diagnosis.  Non-invasive approaches for assessment of cell-free DNA (cfDNA) provide an opportunity for detection and intervention that may have broader accessibility than current imaging approaches.  Using a machine learning model for detecting tumor-derived cfDNA through genome-wide analyses of cfDNA fragmentation, we examined a prospective study of 365 individuals at risk for lung cancer (Lung Cancer Diagnostic Study, LUCAS), including 129 individuals ultimately diagnosed with lung cancer and 236 individuals determined to not have lung cancer.  We externally validated the cancer detection model using an independent cohort of 385 non-cancer individuals and 46 predominantly early stage lung cancer patients.  Combining fragmentation features with clinical risk factors and CEA levels followed by CT imaging detected 94% of patients with cancer across stages and subtypes, including 91% of stage I/II and 96% of stage III/IV, at 80% specificity.  Genome-wide fragmentation profiles across ~13,000 ASCL1 transcription factor binding sites could be used to distinguish individuals with small cell lung cancer (SCLC) from those with non-small cell lung cancer (NSCLC) with high accuracy (AUC=0.98).  Among individuals with lung cancer, a higher cfDNA fragmentation score was associated with tumor size and invasion, and represented an independent prognostic indicator of survival.  These studies provide a facile approach for non-invasive detection of lung cancer and clinical management of this disease.","Lung cancer remains the leading cause of cancer death world-wide, largely due to its late diagnosis.  Non-invasive approaches for assessment of cell-free DNA (cfDNA) provide an opportunity for detection and intervention that may have broader accessibility than current imaging approaches.  Using a machine learning model for detecting tumor-derived cfDNA through genome-wide analyses of cfDNA fragmentation, we examined a prospective study of 365 individuals at risk for lung cancer (Lung Cancer Diagnostic Study, LUCAS), including 129 individuals ultimately diagnosed with lung cancer and 236 individuals determined to not have lung cancer.  We externally validated the cancer detection model using an independent cohort of 385 non-cancer individuals and 46 predominantly early stage lung cancer patients.  Combining fragmentation features with clinical risk factors and CEA levels followed by CT imaging detected 94% of patients with cancer across stages and subtypes, including 91% of stage I/II and 96% of stage III/IV, at 80% specificity.  Genome-wide fragmentation profiles across ~13,000 ASCL1 transcription factor binding sites could be used to distinguish individuals with small cell lung cancer (SCLC) from those with non-small cell lung cancer (NSCLC) with high accuracy (AUC=0.98).  Among individuals with lung cancer, a higher cfDNA fragmentation score was associated with tumor size and invasion, and represented an independent prognostic indicator of survival.  These studies provide a facile approach for non-invasive detection of lung cancer and clinical management of this disease.",Other,,,,"[{""tag"": ""Short Name"", ""unit"": null, ""value"": ""Detection and characterization of lung cancer using cell-free DNA fragmentomes""}]",EGA00001953969,2021-05-28 15:53:50+02,2025-08-25 19:41:52.115908+02
