sample_accession_id,sample_alias,file_name,file_accession_id
EGAN00003220722,CGPLH945P,CGPLH945P.bam,EGAF00005323087
EGAN00003220723,CGPLH439P_2,CGPLH439P_2.bam,EGAF00005322761
EGAN00003220724,CGPLH944P,CGPLH944P.bam,EGAF00005323086
EGAN00003220725,CGPLH438P_2,CGPLH438P_2.bam,EGAF00005322760
EGAN00003220726,CGPLH916P,CGPLH916P.bam,EGAF00005323063
EGAN00003220727,CGPLH446P_2,CGPLH446P_2.bam,EGAF00005322763
EGAN00003220728,CGPLH440P_2,CGPLH440P_2.bam,EGAF00005322762
EGAN00003220729,CGPLH948P,CGPLH948P.bam,EGAF00005323090
EGAN00003220730,CGPLH947P,CGPLH947P.bam,EGAF00005323089
EGAN00003220731,CGPLLU404P,CGPLLU404P.bam,EGAF00005323314
EGAN00003220732,CGPLH929P,CGPLH929P.bam,EGAF00005323076
EGAN00003220733,CGPLH953P,CGPLH953P.bam,EGAF00005323095
EGAN00003220734,CGPLLU490P,CGPLLU490P.bam,EGAF00005323400
EGAN00003220735,CGPLLU556P,CGPLLU556P.bam,EGAF00005323467
EGAN00003220736,CGPLH943P,CGPLH943P.bam,EGAF00005323085
EGAN00003220737,CGPLH942P,CGPLH942P.bam,EGAF00005323084
EGAN00003220738,CGPLH941P,CGPLH941P.bam,EGAF00005323083
EGAN00003220739,CGPLH930P,CGPLH930P.bam,EGAF00005323077
EGAN00003220740,CGPLH902P,CGPLH902P.bam,EGAF00005323049
EGAN00003220741,CGPLLU403P,CGPLLU403P.bam,EGAF00005323313
EGAN00003220742,CGPLH651P_1,CGPLH651P_1.bam,EGAF00005322859
EGAN00003220743,CGPLH650P_1,CGPLH650P_1.bam,EGAF00005322858
EGAN00003220744,CGPLH649P_1,CGPLH649P_1.bam,EGAF00005322857
EGAN00003220745,CGPLLU400P,CGPLLU400P.bam,EGAF00005323310
EGAN00003220746,CGPLH648P_1,CGPLH648P_1.bam,EGAF00005322856
EGAN00003220747,CGPLLU398P,CGPLLU398P.bam,EGAF00005323307
EGAN00003220748,CGPLLU599P,CGPLLU599P.bam,EGAF00005323508
EGAN00003220749,CGPLLU304P,CGPLLU304P.bam,EGAF00005323213
EGAN00003220750,CGPLLU397P,CGPLLU397P.bam,EGAF00005323306
EGAN00003220751,CGPLH905P,CGPLH905P.bam,EGAF00005323052
EGAN00003220752,CGPLH904P,CGPLH904P.bam,EGAF00005323051
EGAN00003220753,CGPLH903P,CGPLH903P.bam,EGAF00005323050
EGAN00003220754,CGPLLU559P,CGPLLU559P.bam,EGAF00005323470
EGAN00003220755,CGPLLU459P,CGPLLU459P.bam,EGAF00005323369
EGAN00003220756,CGPLLU558P,CGPLLU558P.bam,EGAF00005323469
EGAN00003220757,CGPLH984P,CGPLH984P.bam,EGAF00005323126
EGAN00003220758,CGPLH1005P,CGPLH1005P.bam,EGAF00005322708
EGAN00003220759,CGPLH1004P,CGPLH1004P.bam,EGAF00005322707
EGAN00003220760,CGPLH1009P,CGPLH1009P.bam,EGAF00005322712
EGAN00003220761,CGPLLU351P,CGPLLU351P.bam,EGAF00005323261
EGAN00003220762,CGPLH1008P,CGPLH1008P.bam,EGAF00005322711
EGAN00003220763,CGPLH743P_1,CGPLH743P_1.bam,EGAF00005322947
EGAN00003220764,CGPLLU550P,CGPLLU550P.bam,EGAF00005323461
EGAN00003220765,CGPLLU379P,CGPLLU379P.bam,EGAF00005323289
EGAN00003220766,CGPLLU596P,CGPLLU596P.bam,EGAF00005323505
EGAN00003220767,CGPLLU361P,CGPLLU361P.bam,EGAF00005323271
EGAN00003220768,CGPLLU543P,CGPLLU543P.bam,EGAF00005323454
EGAN00003220769,CGPLLU544P,CGPLLU544P.bam,EGAF00005323455
EGAN00003220770,CGPLLU387P,CGPLLU387P.bam,EGAF00005323297
EGAN00003220771,CGPLLU542P,CGPLLU542P.bam,EGAF00005323453
EGAN00003220772,CGPLLU63P,CGPLLU63P.bam,EGAF00005323554
EGAN00003220773,CGPLLU204P,CGPLLU204P.bam,EGAF00005323145
EGAN00003220774,CGPLLU146P,CGPLLU146P.bam,EGAF00005323143
EGAN00003220775,CGPLLU118P,CGPLLU118P.bam,EGAF00005323142
EGAN00003220776,CGPLLU64P,CGPLLU64P.bam,EGAF00005323555
EGAN00003220777,CGH20N_11,CGH20N_11.bam,EGAF00005322682
EGAN00003220778,CGPLLU218P,CGPLLU218P.bam,EGAF00005323149
EGAN00003220779,CGPLLU217P,CGPLLU217P.bam,EGAF00005323148
EGAN00003220780,CGPLLU216P,CGPLLU216P.bam,EGAF00005323147
EGAN00003220781,CGPLLU630P,CGPLLU630P.bam,EGAF00005323540
EGAN00003220782,CGPLLU377P,CGPLLU377P.bam,EGAF00005323287
EGAN00003220783,CGPLLU633P,CGPLLU633P.bam,EGAF00005323543
EGAN00003220784,CGPLLU508P,CGPLLU508P.bam,EGAF00005323419
EGAN00003220785,CGPLLU604P,CGPLLU604P.bam,EGAF00005323514
EGAN00003220786,CGPLLU517P,CGPLLU517P.bam,EGAF00005323428
EGAN00003220787,CGH20N_16,CGH20N_16.bam,EGAF00005322687
EGAN00003220788,CGH20N_15,CGH20N_15.bam,EGAF00005322686
EGAN00003220789,CGH20N_14,CGH20N_14.bam,EGAF00005322685
EGAN00003220790,CGH20N_13,CGH20N_13.bam,EGAF00005322684
EGAN00003220791,CGPLLU522P,CGPLLU522P.bam,EGAF00005323433
EGAN00003220792,CGPLLU337P,CGPLLU337P.bam,EGAF00005323247
EGAN00003220793,CGH20N_18,CGH20N_18.bam,EGAF00005322689
EGAN00003220794,CGPLLU438P,CGPLLU438P.bam,EGAF00005323348
EGAN00003220795,CGH20N_17,CGH20N_17.bam,EGAF00005322688
EGAN00003220796,CGPLH675P_1,CGPLH675P_1.bam,EGAF00005322882
EGAN00003220797,CGPLH674P_1,CGPLH674P_1.bam,EGAF00005322881
EGAN00003220798,CGPLH673P_1,CGPLH673P_1.bam,EGAF00005322880
EGAN00003220799,CGPLH672P_1,CGPLH672P_1.bam,EGAF00005322879
EGAN00003220800,CGPLH873P,CGPLH873P.bam,EGAF00005323025
EGAN00003220801,CGPLH871P,CGPLH871P.bam,EGAF00005323024
EGAN00003220802,CGPLLU442P,CGPLLU442P.bam,EGAF00005323352
EGAN00003220803,CGPLH870P,CGPLH870P.bam,EGAF00005323023
EGAN00003220804,CGPLLU636P,CGPLLU636P.bam,EGAF00005323550
EGAN00003220805,CGPLH868P,CGPLH868P.bam,EGAF00005323022
EGAN00003220806,CGPLLU637P,CGPLLU637P.bam,EGAF00005323551
EGAN00003220807,CGPLH864P,CGPLH864P.bam,EGAF00005323021
EGAN00003220808,CGPLLU638P,CGPLLU638P.bam,EGAF00005323552
EGAN00003220809,CGPLLU639P,CGPLLU639P.bam,EGAF00005323553
EGAN00003220810,CGPLLU296P,CGPLLU296P.bam,EGAF00005323203
EGAN00003220811,CGPLLU417P,CGPLLU417P.bam,EGAF00005323327
EGAN00003220812,CGPLLU552P,CGPLLU552P.bam,EGAF00005323463
EGAN00003220813,CGH20N_12,CGH20N_12.bam,EGAF00005322683
EGAN00003220814,CGPLLU557P,CGPLLU557P.bam,EGAF00005323468
EGAN00003220815,CGPLLU434P,CGPLLU434P.bam,EGAF00005323344
EGAN00003220816,CGPLH671P_1,CGPLH671P_1.bam,EGAF00005322878
EGAN00003220817,CGPLH670P_1,CGPLH670P_1.bam,EGAF00005322877
EGAN00003220818,CGPLH669P_1,CGPLH669P_1.bam,EGAF00005322876
EGAN00003220819,CGPLLU629P,CGPLLU629P.bam,EGAF00005323539
EGAN00003220820,CGPLLU513P,CGPLLU513P.bam,EGAF00005323424
EGAN00003220821,CGPLLU555P,CGPLLU555P.bam,EGAF00005323466
EGAN00003220822,CGPLLU274P,CGPLLU274P.bam,EGAF00005323179
EGAN00003220823,CGPLLU545P,CGPLLU545P.bam,EGAF00005323456
EGAN00003220824,CGPLLU326P,CGPLLU326P.bam,EGAF00005323236
EGAN00003220825,CGPLLU292P,CGPLLU292P.bam,EGAF00005323199
EGAN00003220826,CGPLLU507P,CGPLLU507P.bam,EGAF00005323418
EGAN00003220827,CGPLLU399P,CGPLLU399P.bam,EGAF00005323308
EGAN00003220828,CGPLLU471P,CGPLLU471P.bam,EGAF00005323381
EGAN00003220829,CGPLLU370P,CGPLLU370P.bam,EGAF00005323280
EGAN00003220830,CGPLLU324P,CGPLLU324P.bam,EGAF00005323234
EGAN00003220831,CGPLLU613P,CGPLLU613P.bam,EGAF00005323523
EGAN00003220832,CGPLLU553P,CGPLLU553P.bam,EGAF00005323464
EGAN00003220833,CGPLH634P_1,CGPLH634P_1.bam,EGAF00005322844
EGAN00003220834,CGPLH633P_1,CGPLH633P_1.bam,EGAF00005322843
EGAN00003220835,CGPLH635P_1,CGPLH635P_1.bam,EGAF00005322845
EGAN00003220836,CGPLH630P_1,CGPLH630P_1.bam,EGAF00005322840
EGAN00003220837,CGPLH629P_1,CGPLH629P_1.bam,EGAF00005322839
EGAN00003220838,CGPLH632P_1,CGPLH632P_1.bam,EGAF00005322842
EGAN00003220839,CGPLH631P_1,CGPLH631P_1.bam,EGAF00005322841
EGAN00003220840,CGPLH863P,CGPLH863P.bam,EGAF00005323020
EGAN00003220841,CGPLH628P_1,CGPLH628P_1.bam,EGAF00005322838
EGAN00003220842,CGPLH624P_1,CGPLH624P_1.bam,EGAF00005322836
EGAN00003220843,CGPLH861P,CGPLH861P.bam,EGAF00005323019
EGAN00003220844,CGPLH659P_1,CGPLH659P_1.bam,EGAF00005322866
EGAN00003220845,CGPLH658P_1,CGPLH658P_1.bam,EGAF00005322865
EGAN00003220846,CGPLLU472P,CGPLLU472P.bam,EGAF00005323382
EGAN00003220847,CGPLLU307P,CGPLLU307P.bam,EGAF00005323216
EGAN00003220848,CGPLLU576P,CGPLLU576P.bam,EGAF00005323487
EGAN00003220849,CGPLH647P_2,CGPLH647P_2.bam,EGAF00005322855
EGAN00003220850,CGPLH647P_1,CGPLH647P_1.bam,EGAF00005322854
EGAN00003220851,CGPLLU316P,CGPLLU316P.bam,EGAF00005323226
EGAN00003220852,CGPLLU343P,CGPLLU343P.bam,EGAF00005323253
EGAN00003220853,CGPLH641P_1,CGPLH641P_1.bam,EGAF00005322849
EGAN00003220854,CGPLLU561P,CGPLLU561P.bam,EGAF00005323472
EGAN00003220855,CGPLLU341P,CGPLLU341P.bam,EGAF00005323251
EGAN00003220856,CGPLH638P_1,CGPLH638P_1.bam,EGAF00005322848
EGAN00003220857,CGPLLU314P,CGPLLU314P.bam,EGAF00005323224
EGAN00003220858,CGPLLU565P,CGPLLU565P.bam,EGAF00005323476
EGAN00003220859,CGPLH645P_1,CGPLH645P_1.bam,EGAF00005322852
EGAN00003220860,CGPLLU313P,CGPLLU313P.bam,EGAF00005323223
EGAN00003220861,CGPLLU344P,CGPLLU344P.bam,EGAF00005323254
EGAN00003220862,CGPLH641P_2,CGPLH641P_2.bam,EGAF00005322850
EGAN00003220863,CGPLLU431P,CGPLLU431P.bam,EGAF00005323341
EGAN00003220864,CGPLLU311P,CGPLLU311P.bam,EGAF00005323221
EGAN00003220865,CGPLLU347P,CGPLLU347P.bam,EGAF00005323257
EGAN00003220866,CGPLLU346P,CGPLLU346P.bam,EGAF00005323256
EGAN00003220867,CGPLH637P_1,CGPLH637P_1.bam,EGAF00005322847
EGAN00003220868,CGPLLU573P,CGPLLU573P.bam,EGAF00005323484
EGAN00003220869,CGPLH636P_1,CGPLH636P_1.bam,EGAF00005322846
EGAN00003220870,CGPLLU320P,CGPLLU320P.bam,EGAF00005323230
EGAN00003220871,CGPLLU528P,CGPLLU528P.bam,EGAF00005323439
EGAN00003220872,CGPLH815P,CGPLH815P.bam,EGAF00005322982
EGAN00003220873,CGPLLU325P,CGPLLU325P.bam,EGAF00005323235
EGAN00003220874,CGPLH812P,CGPLH812P.bam,EGAF00005322979
EGAN00003220875,CGPLH811P,CGPLH811P.bam,EGAF00005322978
EGAN00003220876,CGPLH814P,CGPLH814P.bam,EGAF00005322981
EGAN00003220877,CGPLH813P,CGPLH813P.bam,EGAF00005322980
EGAN00003220878,CGPLLU306P,CGPLLU306P.bam,EGAF00005323215
EGAN00003220879,CGPLLU461P,CGPLLU461P.bam,EGAF00005323371
EGAN00003220880,CGPLLU519P,CGPLLU519P.bam,EGAF00005323430
EGAN00003220881,CGPLLU413P,CGPLLU413P.bam,EGAF00005323323
EGAN00003220882,CGPLLU302P,CGPLLU302P.bam,EGAF00005323211
EGAN00003220883,CGPLLU301P,CGPLLU301P.bam,EGAF00005323210
EGAN00003220884,CGPLLU360P,CGPLLU360P.bam,EGAF00005323270
EGAN00003220885,CGPLLU593P,CGPLLU593P.bam,EGAF00005323503
EGAN00003220886,CGPLLU333P,CGPLLU333P.bam,EGAF00005323243
EGAN00003220887,CGPLLU359P,CGPLLU359P.bam,EGAF00005323269
EGAN00003220888,CGPLH592P_1,CGPLH592P_1.bam,EGAF00005322806
EGAN00003220889,CGPLH591P_1,CGPLH591P_1.bam,EGAF00005322805
EGAN00003220890,CGPLLU323P,CGPLLU323P.bam,EGAF00005323233
EGAN00003220891,CGPLH593P_1,CGPLH593P_1.bam,EGAF00005322807
EGAN00003220892,CGPLLU396P,CGPLLU396P.bam,EGAF00005323305
EGAN00003220893,CGPLLU321P,CGPLLU321P.bam,EGAF00005323231
EGAN00003220894,CGPLLU622P,CGPLLU622P.bam,EGAF00005323532
EGAN00003220895,CGPLLU327P,CGPLLU327P.bam,EGAF00005323237
EGAN00003220896,CGPLH919P,CGPLH919P.bam,EGAF00005323066
EGAN00003220897,CGPLH920P,CGPLH920P.bam,EGAF00005323067
EGAN00003220898,CGPLH921P,CGPLH921P.bam,EGAF00005323068
EGAN00003220899,CGPLLU231P,CGPLLU231P.bam,EGAF00005323163
EGAN00003220900,CGPLH687P_1,CGPLH687P_1.bam,EGAF00005322892
EGAN00003220901,CGPLH691P_1,CGPLH691P_1.bam,EGAF00005322896
EGAN00003220902,CGPLH686P_1,CGPLH686P_1.bam,EGAF00005322891
EGAN00003220903,CGPLH692P_1,CGPLH692P_1.bam,EGAF00005322897
EGAN00003220904,CGPLH685P_1,CGPLH685P_1.bam,EGAF00005322890
EGAN00003220905,CGPLLU247P,CGPLLU247P.bam,EGAF00005323169
EGAN00003220906,CGPLLU248P,CGPLLU248P.bam,EGAF00005323170
EGAN00003220907,CGPLLU234P,CGPLLU234P.bam,EGAF00005323166
EGAN00003220908,CGPLLU249P,CGPLLU249P.bam,EGAF00005323171
EGAN00003220909,CGPLLU233P,CGPLLU233P.bam,EGAF00005323165
EGAN00003220910,CGPLLU250P,CGPLLU250P.bam,EGAF00005323172
EGAN00003220911,CGPLLU232P,CGPLLU232P.bam,EGAF00005323164
EGAN00003220912,CGPLLU251P,CGPLLU251P.bam,EGAF00005323173
EGAN00003220913,CGPLH891P,CGPLH891P.bam,EGAF00005323040
EGAN00003220914,CGPLH890P,CGPLH890P.bam,EGAF00005323039
EGAN00003220915,CGPLH661P_1,CGPLH661P_1.bam,EGAF00005322868
EGAN00003220916,CGPLH660P_1,CGPLH660P_1.bam,EGAF00005322867
EGAN00003220917,CGPLH893P,CGPLH893P.bam,EGAF00005323042
EGAN00003220918,CGPLH892P,CGPLH892P.bam,EGAF00005323041
EGAN00003220919,CGPLLU295P,CGPLLU295P.bam,EGAF00005323202
EGAN00003220920,CGPLLU487P,CGPLLU487P.bam,EGAF00005323397
EGAN00003220921,CGPLLU485P,CGPLLU485P.bam,EGAF00005323395
EGAN00003220922,CGPLLU603P,CGPLLU603P.bam,EGAF00005323513
EGAN00003220923,CGPLLU488P,CGPLLU488P.bam,EGAF00005323398
EGAN00003220924,CGPLLU482P,CGPLLU482P.bam,EGAF00005323392
EGAN00003220925,CGPLH807P,CGPLH807P.bam,EGAF00005322975
EGAN00003220926,CGPLLU451P,CGPLLU451P.bam,EGAF00005323361
EGAN00003220927,CGPLH806P,CGPLH806P.bam,EGAF00005322974
EGAN00003220928,CGPLLU484P,CGPLLU484P.bam,EGAF00005323394
EGAN00003220929,CGPLH809P,CGPLH809P.bam,EGAF00005322977
EGAN00003220930,CGPLLU483P,CGPLLU483P.bam,EGAF00005323393
EGAN00003220931,CGPLH808P,CGPLH808P.bam,EGAF00005322976
EGAN00003220932,CGPLH805P,CGPLH805P.bam,EGAF00005322973
EGAN00003220933,CGPLLU219P,CGPLLU219P.bam,EGAF00005323150
EGAN00003220934,CGPLH889P,CGPLH889P.bam,EGAF00005323038
EGAN00003220935,CGPLH662P_1,CGPLH662P_1.bam,EGAF00005322869
EGAN00003220936,CGPLH652P_1,CGPLH652P_1.bam,EGAF00005322860
EGAN00003220937,CGPLH727P_1,CGPLH727P_1.bam,EGAF00005322931
EGAN00003220938,CGPLLU5P,CGPLLU5P.bam,EGAF00005323509
EGAN00003220939,CGPLLU254P,CGPLLU254P.bam,EGAF00005323175
EGAN00003220940,CGPLH726P_1,CGPLH726P_1.bam,EGAF00005322930
EGAN00003220941,CGPLH702P_1,CGPLH702P_1.bam,EGAF00005322907
EGAN00003220942,CGPLH665P_1,CGPLH665P_1.bam,EGAF00005322872
EGAN00003220943,CGPLH701P_1,CGPLH701P_1.bam,EGAF00005322906
EGAN00003220944,CGPLH663P_1,CGPLH663P_1.bam,EGAF00005322870
EGAN00003220945,CGPLH664P_1,CGPLH664P_1.bam,EGAF00005322871
EGAN00003220946,CGPLH769P_1,CGPLH769P_1.bam,EGAF00005322972
EGAN00003220947,CGPLH768P_1,CGPLH768P_1.bam,EGAF00005322971
EGAN00003220948,CGPLLU2P,CGPLLU2P.bam,EGAF00005323208
EGAN00003220949,CGPLLU1P,CGPLLU1P.bam,EGAF00005323144
EGAN00003220950,CGPLLU4P,CGPLLU4P.bam,EGAF00005323410
EGAN00003220951,CGPLLU3P,CGPLLU3P.bam,EGAF00005323309
EGAN00003220952,CGPLLU20P,CGPLLU20P.bam,EGAF00005323146
EGAN00003220953,CGPLLU6P,CGPLLU6P.bam,EGAF00005323556
EGAN00003220954,CGPLLU22P,CGPLLU22P.bam,EGAF00005323161
EGAN00003220955,CGPLLU21P,CGPLLU21P.bam,EGAF00005323151
EGAN00003220956,CGPLH1028P,CGPLH1028P.bam,EGAF00005322730
EGAN00003220957,CGPLH1027P,CGPLH1027P.bam,EGAF00005322729
EGAN00003220958,CGH20N_25,CGH20N_25.bam,EGAF00005322696
EGAN00003220959,CGH20N_24,CGH20N_24.bam,EGAF00005322695
EGAN00003220960,CGH20N_21,CGH20N_21.bam,EGAF00005322692
EGAN00003220961,CGH20N_20,CGH20N_20.bam,EGAF00005322691
EGAN00003220962,CGPLLU23P,CGPLLU23P.bam,EGAF00005323167
EGAN00003220963,CGH20N_23,CGH20N_23.bam,EGAF00005322694
EGAN00003220964,CGH20N_22,CGH20N_22.bam,EGAF00005322693
EGAN00003220965,CGH20N_19,CGH20N_19.bam,EGAF00005322690
EGAN00003220966,CGPLH734P_1,CGPLH734P_1.bam,EGAF00005322938
EGAN00003220967,CGPLLU26P,CGPLLU26P.bam,EGAF00005323176
EGAN00003220968,CGPLH884P,CGPLH884P.bam,EGAF00005323034
EGAN00003220969,CGPLH839P,CGPLH839P.bam,EGAF00005323006
EGAN00003220970,CGPLH838P,CGPLH838P.bam,EGAF00005323005
EGAN00003220971,CGPLLU454P,CGPLLU454P.bam,EGAF00005323364
EGAN00003220972,CGPLH837P,CGPLH837P.bam,EGAF00005323004
EGAN00003220973,CGPLLU569P,CGPLLU569P.bam,EGAF00005323480
EGAN00003220974,CGPLH857P,CGPLH857P.bam,EGAF00005323018
EGAN00003220975,CGPLH853P,CGPLH853P.bam,EGAF00005323017
EGAN00003220976,CGPLH851P,CGPLH851P.bam,EGAF00005323016
EGAN00003220977,CGPLH840P,CGPLH840P.bam,EGAF00005323007
EGAN00003220978,CGPLH620P_1,CGPLH620P_1.bam,EGAF00005322832
EGAN00003220979,CGPLH613P_1,CGPLH613P_1.bam,EGAF00005322826
EGAN00003220980,CGPLH608P_1,CGPLH608P_1.bam,EGAF00005322822
EGAN00003220981,CGPLLU421P,CGPLLU421P.bam,EGAF00005323331
EGAN00003220982,CGPLLU525P,CGPLLU525P.bam,EGAF00005323436
EGAN00003220983,CGPLH828P,CGPLH828P.bam,EGAF00005322995
EGAN00003220984,CGPLLU509P,CGPLLU509P.bam,EGAF00005323420
EGAN00003220985,CGPLLU578P,CGPLLU578P.bam,EGAF00005323489
EGAN00003220986,CGPLLU406P,CGPLLU406P.bam,EGAF00005323316
EGAN00003220987,CGPLH832P,CGPLH832P.bam,EGAF00005322999
EGAN00003220988,CGPLH831P,CGPLH831P.bam,EGAF00005322998
EGAN00003220989,CGPLLU289P,CGPLLU289P.bam,EGAF00005323195
EGAN00003220990,CGPLH836P,CGPLH836P.bam,EGAF00005323003
EGAN00003220991,CGPLH295P_2,CGPLH295P_2.bam,EGAF00005322737
EGAN00003220992,CGPLLU583P,CGPLLU583P.bam,EGAF00005323493
EGAN00003220993,CGPLH835P,CGPLH835P.bam,EGAF00005323002
EGAN00003220994,CGPLH294P_2,CGPLH294P_2.bam,EGAF00005322736
EGAN00003220995,CGPLLU457P,CGPLLU457P.bam,EGAF00005323367
EGAN00003220996,CGPLH971P,CGPLH971P.bam,EGAF00005323113
EGAN00003220997,CGPLLU456P,CGPLLU456P.bam,EGAF00005323366
EGAN00003220998,CGPLH970P,CGPLH970P.bam,EGAF00005323112
EGAN00003220999,CGPLH969P,CGPLH969P.bam,EGAF00005323111
EGAN00003221000,CGPLLU458P,CGPLLU458P.bam,EGAF00005323368
EGAN00003221001,CGPLH834P,CGPLH834P.bam,EGAF00005323001
EGAN00003221002,CGPLH968P,CGPLH968P.bam,EGAF00005323110
EGAN00003221003,CGPLLU441P,CGPLLU441P.bam,EGAF00005323351
EGAN00003221004,CGPLLU443P,CGPLLU443P.bam,EGAF00005323353
EGAN00003221005,CGPLLU597P,CGPLLU597P.bam,EGAF00005323506
EGAN00003221006,CGPLLU572P,CGPLLU572P.bam,EGAF00005323483
EGAN00003221007,CGPLLU605P,CGPLLU605P.bam,EGAF00005323515
EGAN00003221008,CGPLH827P,CGPLH827P.bam,EGAF00005322994
EGAN00003221009,CGPLLU537P,CGPLLU537P.bam,EGAF00005323448
EGAN00003221010,CGPLLU566P,CGPLLU566P.bam,EGAF00005323477
EGAN00003221011,CGPLH622P_1,CGPLH622P_1.bam,EGAF00005322834
EGAN00003221012,CGPLLU449P,CGPLLU449P.bam,EGAF00005323359
EGAN00003221013,CGPLLU440P,CGPLLU440P.bam,EGAF00005323350
EGAN00003221014,CGPLLU447P,CGPLLU447P.bam,EGAF00005323357
EGAN00003221015,CGPLLU452P,CGPLLU452P.bam,EGAF00005323362
EGAN00003221016,CGPLLU352P,CGPLLU352P.bam,EGAF00005323262
EGAN00003221017,CGPLLU407P,CGPLLU407P.bam,EGAF00005323317
EGAN00003221018,CGPLLU439P,CGPLLU439P.bam,EGAF00005323349
EGAN00003221019,CGPLLU437P,CGPLLU437P.bam,EGAF00005323347
EGAN00003221020,CGPLLU445P,CGPLLU445P.bam,EGAF00005323355
EGAN00003221021,CGPLH547P_1,CGPLH547P_1.bam,EGAF00005322782
EGAN00003221022,CGPLH296P_2,CGPLH296P_2.bam,EGAF00005322738
EGAN00003221023,CGPLLU474P,CGPLLU474P.bam,EGAF00005323384
EGAN00003221024,CGPLLU364P,CGPLLU364P.bam,EGAF00005323274
EGAN00003221025,CGPLLU416P,CGPLLU416P.bam,EGAF00005323326
EGAN00003221026,CGPLLU468P,CGPLLU468P.bam,EGAF00005323378
EGAN00003221027,CGPLLU353P,CGPLLU353P.bam,EGAF00005323263
EGAN00003221028,CGPLLU512P,CGPLLU512P.bam,EGAF00005323423
EGAN00003221029,CGPLLU608P,CGPLLU608P.bam,EGAF00005323518
EGAN00003221030,CGPLLU419P,CGPLLU419P.bam,EGAF00005323329
EGAN00003221031,CGPLLU497P,CGPLLU497P.bam,EGAF00005323407
EGAN00003221032,CGPLLU539P,CGPLLU539P.bam,EGAF00005323450
EGAN00003221033,CGPLLU349P,CGPLLU349P.bam,EGAF00005323259
EGAN00003221034,CGPLH978P,CGPLH978P.bam,EGAF00005323120
EGAN00003221035,CGPLH977P,CGPLH977P.bam,EGAF00005323119
EGAN00003221036,CGPLH976P,CGPLH976P.bam,EGAF00005323118
EGAN00003221037,CGPLH975P,CGPLH975P.bam,EGAF00005323117
EGAN00003221038,CGPLLU336P,CGPLLU336P.bam,EGAF00005323246
EGAN00003221039,CGPLH974P,CGPLH974P.bam,EGAF00005323116
EGAN00003221040,CGPLLU335P,CGPLLU335P.bam,EGAF00005323245
EGAN00003221041,CGPLH973P,CGPLH973P.bam,EGAF00005323115
EGAN00003221042,CGPLLU548P,CGPLLU548P.bam,EGAF00005323459
EGAN00003221043,CGPLH737P_1,CGPLH737P_1.bam,EGAF00005322941
EGAN00003221044,CGPLLU354P,CGPLLU354P.bam,EGAF00005323264
EGAN00003221045,CGPLH972P,CGPLH972P.bam,EGAF00005323114
EGAN00003221046,CGPLH830P,CGPLH830P.bam,EGAF00005322997
EGAN00003221047,CGPLH623P_1,CGPLH623P_1.bam,EGAF00005322835
EGAN00003221048,CGPLH833P,CGPLH833P.bam,EGAF00005323000
EGAN00003221049,CGPLLU571P,CGPLLU571P.bam,EGAF00005323482
EGAN00003221050,CGPLLU401P,CGPLLU401P.bam,EGAF00005323311
EGAN00003221051,CGPLLU446P,CGPLLU446P.bam,EGAF00005323356
EGAN00003221052,CGPLLU382P,CGPLLU382P.bam,EGAF00005323292
EGAN00003221053,CGPLLU282P,CGPLLU282P.bam,EGAF00005323188
EGAN00003221054,CGPLLU591P,CGPLLU591P.bam,EGAF00005323501
EGAN00003221055,CGPLLU588P,CGPLLU588P.bam,EGAF00005323498
EGAN00003221056,CGPLLU334P,CGPLLU334P.bam,EGAF00005323244
EGAN00003221057,CGPLH730P_1,CGPLH730P_1.bam,EGAF00005322934
EGAN00003221058,CGPLH729P_1,CGPLH729P_1.bam,EGAF00005322933
EGAN00003221059,CGPLH732P_1,CGPLH732P_1.bam,EGAF00005322936
EGAN00003221060,CGPLH731P_1,CGPLH731P_1.bam,EGAF00005322935
EGAN00003221061,CGPLLU477P,CGPLLU477P.bam,EGAF00005323387
EGAN00003221062,CGH20N_27,CGH20N_27.bam,EGAF00005322698
EGAN00003221063,CGH20N_28,CGH20N_28.bam,EGAF00005322699
EGAN00003221064,CGPLLU523P,CGPLLU523P.bam,EGAF00005323434
EGAN00003221065,CGPLLU402P,CGPLLU402P.bam,EGAF00005323312
EGAN00003221066,CGH20N_26,CGH20N_26.bam,EGAF00005322697
EGAN00003221067,CGPLLU594P,CGPLLU594P.bam,EGAF00005323504
EGAN00003221068,CGH20N_9,CGH20N_9.bam,EGAF00005322702
EGAN00003221069,CGPLLU358P,CGPLLU358P.bam,EGAF00005323268
EGAN00003221070,CGH20N_10,CGH20N_10.bam,EGAF00005322681
EGAN00003221071,CGPLLU339P,CGPLLU339P.bam,EGAF00005323249
EGAN00003221072,CGPLLU389P,CGPLLU389P.bam,EGAF00005323299
EGAN00003221073,CGH20N_8,CGH20N_8.bam,EGAF00005322701
EGAN00003221074,CGH20N_30,CGH20N_30.bam,EGAF00005322700
EGAN00003221075,CGPLLU489P,CGPLLU489P.bam,EGAF00005323399
EGAN00003221076,CGPLLU587P,CGPLLU587P.bam,EGAF00005323497
EGAN00003221077,CGPLH997P,CGPLH997P.bam,EGAF00005323139
EGAN00003221078,CGPLH761P_1,CGPLH761P_1.bam,EGAF00005322965
EGAN00003221079,CGPLH760P_1,CGPLH760P_1.bam,EGAF00005322964
EGAN00003221080,CGPLH759P_1,CGPLH759P_1.bam,EGAF00005322963
